uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
754,P02,20250507T085910Z,123.28,128.68,3083,3218,3083,P02_3083_332_58_1796_1042.jpg,cut leafs,strawberry,"332, 58, 1796, 1042","(193, 241), (205, 251), (217, 261), (235, 276), (257, 286), (291, 324), (307, 317), (317, 314), (301, 307), (279, 299)","(719, 540), (742, 560), (766, 580), (803, 611), (847, 630), (914, 706), (946, 692), (967, 686), (935, 672), (891, 657)"
755,P02,20250507T085910Z,129.28,134.44,3233,3362,3230,P02_3230_472_36_1872_1044.jpg,cut leafs,strawberry,"472, 36, 1872, 1044","(147, 296), (138, 328), (112, 335), (167, 322), (190, 319), (220, 319), (234, 322), (254, 323), (247, 338), (253, 307)","(766, 629), (749, 693), (696, 706), (807, 681), (852, 674), (913, 674), (940, 681), (980, 683), (967, 713), (979, 650)"
756,P02,20250507T085910Z,143.92,149.56,3599,3740,3582,P02_3582_396_12_1544_1060.jpg,cut leafs,strawberry,"396, 12, 1544, 1060","(108, 294), (127, 289), (159, 289), (174, 293), (191, 301), (215, 314), (231, 324), (252, 341), (244, 349), (250, 320)","(612, 601), (650, 590), (714, 590), (745, 598), (778, 615), (827, 640), (859, 660), (901, 695), (885, 710), (897, 652)"
757,P02,20250507T085910Z,157.6,159.52,3941,3989,3932,P02_3932_360_138_1544_1054.jpg,move pot,strawberry,"360, 138, 1544, 1054","(408, 255), (414, 272), (404, 297), (391, 310), (395, 318), (402, 338), (402, 357), (416, 279), (410, 301), (403, 318)","(1176, 648), (1188, 682), (1169, 733), (1143, 758), (1151, 774), (1164, 814), (1164, 853), (1193, 696), (1180, 741), (1166, 775)"
758,P02,20250507T085910Z,175.04,179.48,4377,4488,4362,P02_4362_220_72_1580_1028.jpg,cut leafs,strawberry,"220, 72, 1580, 1028","(134, 205), (182, 203), (199, 220), (207, 244), (225, 268), (241, 280), (264, 287), (284, 293), (310, 308), (321, 317)","(489, 482), (584, 479), (619, 512), (635, 560), (670, 608), (703, 633), (749, 647), (789, 659), (841, 688), (863, 707)"
759,P02,20250507T085910Z,180.44,184.76,4512,4620,4498,P02_4498_296_116_1652_1060.jpg,cut leafs,strawberry,"296, 116, 1652, 1060","(75, 242), (129, 236), (142, 236), (173, 250), (192, 257), (240, 273), (273, 282), (283, 290), (294, 306), (299, 294)","(447, 601), (555, 588), (581, 588), (643, 617), (680, 631), (777, 663), (842, 680), (863, 696), (885, 729), (894, 705)"
760,P02,20250507T085910Z,207.8,211.44,5196,5287,5176,P02_5176_366_68_1564_1024.jpg,cut leafs,strawberry,"366, 68, 1564, 1024","(179, 337), (190, 328), (206, 339), (225, 345), (240, 339), (256, 332), (263, 324), (275, 315), (287, 323), (273, 331)","(725, 742), (746, 724), (779, 747), (817, 758), (846, 747), (878, 733), (892, 717), (916, 698), (940, 714), (912, 730)"
761,P02,20250507T085910Z,212.64,216.2,5317,5406,5316,P02_5316_434_54_1572_980.jpg,cut leafs,strawberry,"434, 54, 1572, 980","(82, 306), (97, 282), (123, 280), (149, 287), (168, 290), (188, 291), (207, 299), (225, 314), (233, 300), (236, 317)","(598, 667), (629, 619), (681, 614), (733, 628), (771, 635), (810, 637), (848, 652), (885, 683), (901, 654), (906, 688)"
762,P02,20250507T085910Z,223.32,226.64,5584,5667,5582,P02_5582_460_158_1526_1028.jpg,cut leafs,strawberry,"460, 158, 1526, 1028","(307, 265), (337, 302), (356, 298), (325, 249), (286, 277), (270, 286), (259, 290), (237, 284), (247, 273), (248, 295)","(1075, 688), (1134, 762), (1172, 754), (1110, 657), (1032, 713), (1000, 731), (979, 739), (934, 726), (954, 704), (957, 749)"
763,P02,20250507T085910Z,228.36,230.16,5710,5755,5709,P02_5709_354_118_1572_1046.jpg,move pot,strawberry,"354, 118, 1572, 1046","(406, 262), (410, 280), (393, 296), (385, 301), (378, 319), (389, 347), (385, 375), (392, 325), (399, 305), (392, 308)","(1167, 642), (1174, 678), (1140, 710), (1125, 721), (1110, 757), (1133, 812), (1124, 868), (1138, 769), (1153, 729), (1138, 734)"
764,P02,20250507T085910Z,245.92,249.08,6149,6228,6119,P02_6119_192_160_1500_1068.jpg,cut leafs,strawberry,"192, 160, 1500, 1068","(136, 313), (189, 328), (162, 300), (205, 292), (231, 297), (259, 297), (290, 295), (326, 296), (317, 298), (330, 310)","(464, 787), (570, 817), (517, 760), (603, 745), (655, 755), (711, 755), (773, 750), (844, 753), (826, 756), (852, 780)"
765,P02,20250507T085910Z,267.6,272.84,6691,6822,6690,P02_6690_418_48_1790_982.jpg,cut leafs,strawberry,"418, 48, 1790, 982","(99, 237), (127, 217), (157, 216), (183, 224), (240, 258), (255, 265), (275, 274), (302, 283), (335, 306), (317, 313)","(616, 523), (672, 483), (733, 480), (785, 497), (899, 565), (929, 578), (968, 596), (1023, 615), (1089, 660), (1053, 674)"
766,P02,20250507T085910Z,307.36,309.52,7685,7739,7684,P02_7684_192_184_1450_1070.jpg,move pot,strawberry,"192, 184, 1450, 1070","(414, 256), (420, 273), (422, 288), (414, 301), (404, 316), (413, 335), (412, 360), (418, 302), (414, 315), (411, 344)","(1021, 697), (1033, 730), (1037, 761), (1020, 786), (1000, 817), (1018, 855), (1016, 904), (1029, 789), (1020, 814), (1014, 873)"
767,P02,20250507T085910Z,319.6,324.04,7991,8102,7970,P02_7970_320_164_1734_1070.jpg,cut leafs,strawberry,"320, 164, 1734, 1070","(140, 177), (152, 199), (161, 234), (173, 201), (189, 219), (203, 230), (224, 236), (251, 248), (269, 248), (284, 252)","(601, 519), (624, 563), (642, 633), (666, 566), (698, 603), (727, 625), (769, 637), (823, 660), (859, 660), (888, 669)"
768,P02,20250507T085910Z,348.16,352.32,8705,8809,8686,P02_8686_418_130_1644_1050.jpg,cut leafs,strawberry,"418, 130, 1644, 1050","(197, 233), (211, 236), (224, 250), (234, 260), (245, 268), (260, 281), (270, 295), (192, 206), (204, 202), (200, 223)","(812, 596), (841, 603), (867, 630), (887, 651), (908, 666), (939, 692), (958, 721), (802, 542), (826, 535), (819, 576)"
769,P02,20250507T085910Z,353.4,357.68,8836,8943,8835,P02_8835_392_174_1606_1072.jpg,cut leafs,strawberry,"392, 174, 1606, 1072","(123, 256), (167, 256), (214, 247), (177, 240), (157, 235), (220, 231), (239, 234), (257, 235), (271, 236), (272, 248)","(639, 686), (727, 686), (821, 669), (746, 654), (706, 644), (833, 636), (870, 642), (907, 644), (935, 647), (937, 671)"
770,P02,20250507T085910Z,374.88,378.44,9373,9462,9339,P02_9339_294_284_1856_1074.jpg,cut leafs,strawberry,"294, 284, 1856, 1074","(152, 327), (164, 286), (172, 270), (202, 264), (221, 258), (243, 255), (303, 245), (311, 249), (312, 266), (300, 253)","(598, 939), (622, 856), (638, 825), (699, 813), (736, 800), (780, 794), (900, 774), (917, 782), (918, 816), (894, 790)"
771,P07,20250513T080718Z,3.04,9.24,77,232,55,P07_55_452_170_1474_924.jpg,cut flower,strawberry,"452, 170, 1474, 924","(106, 298), (126, 275), (149, 259), (95, 251), (118, 245), (151, 245), (178, 235), (209, 224), (228, 219), (252, 215)","(664, 766), (705, 720), (751, 688), (642, 672), (688, 661), (755, 660), (808, 640), (871, 618), (908, 609), (956, 600)"
772,P07,20250513T080718Z,9.4,15,236,376,235,P07_235_522_52_1576_810.jpg,cut flower,strawberry,"522, 52, 1576, 810","(169, 197), (186, 212), (196, 220), (214, 228), (227, 228), (242, 225), (259, 234), (270, 242), (253, 233), (234, 227)","(861, 447), (894, 477), (915, 492), (950, 508), (977, 509), (1007, 502), (1040, 520), (1063, 537), (1029, 519), (990, 506)"
773,P07,20250513T080718Z,15.32,20.64,384,517,383,P07_383_398_62_1536_830.jpg,cut flower,strawberry,"398, 62, 1536, 830","(271, 187), (283, 185), (273, 174), (264, 178), (282, 201), (292, 210), (298, 220), (309, 236), (320, 249), (310, 249)","(940, 437), (964, 433), (945, 410), (927, 418), (962, 465), (983, 482), (995, 502), (1017, 534), (1038, 561), (1019, 561)"
774,P07,20250513T080718Z,20.88,25.48,523,638,522,P07_522_474_82_1484_832.jpg,cut flower,strawberry,"474, 82, 1484, 832","(197, 241), (209, 218), (219, 211), (229, 211), (235, 217), (243, 222), (249, 232), (258, 241), (200, 231), (269, 245)","(869, 565), (893, 519), (912, 505), (932, 504), (945, 516), (960, 527), (973, 547), (991, 565), (874, 544), (1013, 573)"
775,P07,20250513T080718Z,25.52,30.48,639,763,638,P07_638_432_74_1510_828.jpg,cut flower,strawberry,"432, 74, 1510, 828","(248, 180), (259, 171), (249, 165), (254, 176), (272, 191), (280, 202), (286, 213), (293, 225), (301, 241), (312, 252)","(929, 434), (951, 417), (931, 404), (941, 427), (976, 456), (992, 478), (1005, 501), (1018, 525), (1035, 557), (1057, 579)"
776,P07,20250513T080718Z,30.52,34.88,764,873,763,P07_763_454_94_1618_802.jpg,cut flower,strawberry,"454, 94, 1618, 802","(132, 175), (130, 205), (146, 201), (158, 186), (172, 196), (199, 205), (221, 209), (248, 208), (272, 221), (283, 230)","(719, 444), (715, 504), (747, 497), (770, 467), (798, 487), (852, 505), (897, 513), (951, 510), (998, 537), (1020, 554)"
777,P07,20250513T080718Z,35.16,40.4,880,1011,878,P07_878_460_120_1522_878.jpg,cut flower,strawberry,"460, 120, 1522, 878","(98, 219), (81, 238), (110, 251), (122, 231), (143, 231), (172, 225), (202, 216), (223, 211), (240, 211), (264, 216)","(656, 559), (622, 597), (681, 623), (705, 583), (746, 583), (805, 571), (865, 553), (906, 542), (940, 542), (988, 553)"
778,P07,20250513T080718Z,40.48,48.24,1013,1207,1013,P07_1013_418_26_1624_834.jpg,cut flower,strawberry,"418, 26, 1624, 834","(96, 230), (124, 264), (145, 294), (160, 262), (195, 246), (217, 235), (243, 227), (268, 223), (287, 222), (303, 234)","(610, 486), (666, 555), (709, 615), (738, 551), (808, 519), (853, 497), (904, 480), (954, 473), (993, 471), (1024, 495)"
779,P07,20250513T080718Z,57.96,62.68,1450,1568,1449,P07_1449_652_52_1532_810.jpg,cut flower,strawberry,"652, 52, 1532, 810","(115, 167), (129, 168), (137, 182), (122, 177), (134, 194), (143, 202), (149, 212), (155, 225), (160, 234), (161, 227)","(883, 386), (911, 388), (926, 416), (896, 407), (921, 440), (938, 456), (951, 477), (963, 502), (973, 520), (974, 506)"
780,P07,20250513T080718Z,81.2,85.84,2031,2147,2004,P07_2004_674_170_1604_896.jpg,cut leafs,strawberry,"674, 170, 1604, 896","(57, 186), (64, 168), (79, 172), (67, 188), (82, 186), (102, 199), (114, 209), (126, 215), (139, 218), (133, 217)","(789, 542), (803, 506), (833, 515), (808, 546), (839, 542), (878, 569), (902, 588), (927, 600), (953, 606), (940, 605)"
781,P07,20250513T080718Z,90,94.6,2251,2366,2250,P07_2250_582_180_1610_1054.jpg,cut flower,strawberry,"582, 180, 1610, 1054","(79, 161), (93, 153), (97, 166), (76, 245), (103, 223), (123, 220), (142, 226), (156, 225), (176, 219), (185, 232)","(741, 502), (768, 487), (776, 513), (735, 670), (789, 626), (828, 620), (866, 633), (894, 631), (934, 618), (952, 644)"
782,P07,20250513T080718Z,99.36,104.08,2485,2603,2483,P07_2483_630_76_1626_872.jpg,cut flower,strawberry,"630, 76, 1626, 872","(133, 355), (157, 334), (106, 318), (129, 304), (149, 288), (167, 268), (182, 256), (198, 249), (209, 241), (199, 238)","(896, 787), (944, 745), (842, 712), (888, 684), (929, 652), (965, 612), (995, 588), (1026, 574), (1049, 559), (1028, 553)"
783,P07,20250513T080718Z,104.16,117.64,2605,2942,2603,P07_2603_518_32_1478_760.jpg,cut flower,strawberry,"518, 32, 1478, 760","(200, 198), (215, 184), (213, 194), (227, 201), (240, 218), (248, 229), (251, 241), (265, 239), (244, 240), (209, 203)","(919, 428), (949, 401), (944, 420), (972, 435), (998, 468), (1015, 491), (1020, 515), (1048, 510), (1006, 513), (937, 439)"
784,P07,20250513T080718Z,117.72,124.72,2944,3119,2942,P07_2942_560_88_1400_748.jpg,cut flower,strawberry,"560, 88, 1400, 748","(170, 220), (168, 224), (143, 210), (143, 221), (164, 224), (174, 211), (181, 213), (186, 218), (192, 223), (189, 224)","(900, 529), (896, 537), (847, 508), (846, 531), (889, 537), (908, 510), (923, 514), (933, 524), (945, 535), (938, 536)"
785,P07,20250513T080718Z,134.28,136.84,3358,3422,3355,P07_3355_548_226_1330_864.jpg,cut flower,strawberry,"548, 226, 1330, 864","(142, 179), (151, 173), (156, 179), (163, 176), (171, 174), (180, 177), (188, 180), (193, 186), (202, 193), (206, 197)","(832, 585), (851, 572), (860, 585), (874, 578), (890, 575), (909, 580), (924, 587), (934, 599), (952, 612), (960, 621)"
786,P07,20250513T080718Z,145.52,149.96,3639,3750,3638,P07_3638_610_220_1546_978.jpg,cut flower,strawberry,"610, 220, 1546, 978","(37, 173), (47, 134), (71, 139), (87, 191), (97, 178), (129, 190), (154, 204), (175, 217), (195, 227), (212, 247)","(684, 566), (705, 488), (752, 499), (785, 603), (805, 576), (868, 600), (918, 629), (961, 655), (1000, 674), (1035, 714)"
787,P07,20250513T080718Z,150.4,153.96,3761,3850,3758,P07_3758_684_196_1354_962.jpg,cut flower,strawberry,"684, 196, 1354, 962","(175, 114), (169, 129), (168, 156), (168, 172), (168, 186), (169, 204), (167, 211), (164, 226), (159, 239), (153, 236)","(1034, 424), (1022, 454), (1020, 508), (1021, 540), (1021, 569), (1022, 604), (1019, 618), (1012, 648), (1003, 674), (990, 669)"
788,P07,20250513T080718Z,159.24,162.36,3982,4060,3968,P07_3968_578_204_1262_1028.jpg,cut stem,strawberry,"578, 204, 1262, 1028","(114, 175), (114, 193), (113, 212), (115, 232), (121, 244), (128, 254), (118, 260), (118, 244), (123, 253), (124, 262)","(806, 554), (807, 591), (805, 629), (808, 669), (820, 693), (834, 713), (815, 724), (815, 692), (825, 710), (826, 728)"
789,P07,20250513T080718Z,162.4,167.08,4061,4178,4061,P07_4061_618_110_1268_900.jpg,turn pot,strawberry,"618, 110, 1268, 900","(83, 272), (87, 284), (89, 300), (92, 313), (94, 326), (232, 261), (226, 269), (220, 288), (218, 302), (214, 320)","(785, 654), (792, 679), (796, 711), (802, 736), (807, 763), (1083, 633), (1071, 648), (1058, 687), (1054, 714), (1046, 750)"
790,P07,20250513T080718Z,167.96,171.48,4200,4288,4182,P07_4182_702_248_1426_970.jpg,cut flower,strawberry,"702, 248, 1426, 970","(61, 205), (65, 175), (84, 188), (80, 155), (93, 198), (104, 202), (116, 210), (125, 217), (134, 227), (139, 233)","(825, 659), (833, 598), (870, 625), (862, 559), (889, 645), (911, 653), (935, 669), (953, 683), (971, 702), (981, 715)"
791,P07,20250513T080718Z,181,184.92,4526,4624,4523,P07_4523_576_34_1692_878.jpg,cut flower,strawberry,"576, 34, 1692, 878","(191, 237), (201, 226), (186, 216), (177, 211), (172, 224), (171, 239), (176, 250), (190, 268), (194, 275), (197, 286)","(958, 509), (979, 487), (948, 466), (931, 456), (921, 482), (918, 513), (929, 535), (956, 570), (965, 584), (970, 607)"
792,P07,20250513T080718Z,185.16,190.72,4630,4769,4624,P07_4624_670_62_1764_924.jpg,cut flower,strawberry,"670, 62, 1764, 924","(64, 182), (70, 174), (80, 185), (87, 192), (99, 203), (108, 215), (117, 232), (129, 247), (144, 259), (152, 268)","(798, 427), (810, 411), (831, 432), (845, 446), (868, 469), (886, 493), (905, 526), (928, 556), (958, 580), (975, 598)"
793,P07,20250513T080718Z,190.84,195.24,4772,4882,4768,P07_4768_648_32_1746_944.jpg,turn pot,strawberry,"648, 32, 1746, 944","(124, 286), (133, 304), (137, 329), (137, 344), (136, 366), (275, 293), (268, 310), (259, 337), (253, 353), (243, 386)","(896, 604), (914, 641), (922, 690), (922, 721), (921, 764), (1199, 618), (1184, 653), (1166, 707), (1154, 739), (1135, 805)"
794,P07,20250513T080718Z,196.2,200.6,4906,5016,4882,P07_4882_448_98_1482_970.jpg,cut flower,strawberry,"448, 98, 1482, 970","(93, 380), (113, 383), (127, 327), (162, 352), (141, 316), (160, 318), (181, 304), (203, 287), (222, 272), (248, 265)","(634, 858), (674, 865), (702, 753), (773, 802), (731, 731), (768, 735), (810, 706), (854, 672), (893, 642), (944, 629)"
795,P07,20250513T080718Z,216.44,220.28,5412,5508,5410,P07_5410_642_150_1512_1070.jpg,cut flower,strawberry,"642, 150, 1512, 1070","(60, 156), (67, 150), (74, 152), (82, 166), (93, 184), (102, 198), (112, 213), (126, 224), (142, 234), (154, 242)","(763, 463), (777, 451), (791, 454), (806, 482), (828, 518), (846, 546), (866, 577), (895, 599), (927, 618), (950, 635)"
796,P07,20250513T080718Z,221.04,225.12,5527,5629,5518,P07_5518_602_62_1524_964.jpg,cut flower,strawberry,"602, 62, 1524, 964","(281, 427), (273, 370), (303, 374), (283, 348), (245, 348), (228, 323), (215, 299), (204, 289), (194, 276), (185, 264)","(1165, 917), (1148, 803), (1208, 810), (1168, 758), (1093, 758), (1058, 708), (1032, 661), (1011, 641), (990, 614), (972, 591)"
797,P07,20250513T080718Z,235.28,238.44,5883,5962,5882,P07_5882_594_132_1532_918.jpg,cut flower,strawberry,"594, 132, 1532, 918","(96, 159), (105, 144), (119, 180), (129, 187), (155, 202), (169, 207), (191, 214), (212, 227), (235, 242), (255, 264)","(787, 450), (805, 421), (832, 492), (852, 506), (905, 536), (932, 546), (977, 561), (1018, 586), (1064, 616), (1105, 661)"
798,P07,20250513T080718Z,250.32,254.84,6259,6372,6247,P07_6247_388_24_1670_1038.jpg,cut flower,strawberry,"388, 24, 1670, 1038","(262, 241), (271, 237), (285, 260), (293, 279), (325, 315), (345, 324), (367, 325), (377, 305), (377, 284), (368, 294)","(912, 506), (930, 499), (959, 544), (974, 583), (1038, 654), (1079, 673), (1123, 675), (1142, 634), (1142, 592), (1125, 613)"
799,P07,20250513T080718Z,255.48,259.2,6388,6481,6387,P07_6387_300_22_1532_1014.jpg,cut flower,strawberry,"300, 22, 1532, 1014","(262, 326), (283, 309), (245, 303), (244, 284), (241, 259), (261, 256), (282, 259), (318, 271), (346, 287), (354, 293)","(824, 674), (867, 641), (790, 628), (788, 591), (782, 540), (822, 534), (864, 540), (937, 565), (993, 596), (1008, 608)"
800,P07,20250513T080718Z,259.48,263.88,6488,6598,6485,P07_6485_422_0_1782_966.jpg,cut flower,strawberry,"422, 0, 1782, 966","(68, 378), (136, 440), (195, 436), (195, 406), (167, 390), (213, 376), (259, 352), (302, 309), (347, 284), (337, 295)","(559, 756), (694, 880), (813, 872), (813, 813), (756, 781), (849, 753), (940, 704), (1026, 618), (1117, 568), (1097, 590)"
801,P07,20250513T080718Z,264.16,268.36,6605,6710,6603,P07_6603_520_0_1804_914.jpg,cut flower,strawberry,"520, 0, 1804, 914","(92, 411), (87, 399), (135, 374), (155, 363), (178, 353), (218, 332), (243, 300), (258, 286), (284, 267), (304, 257)","(705, 822), (695, 798), (791, 748), (830, 727), (877, 707), (957, 665), (1006, 600), (1037, 573), (1089, 534), (1129, 514)"
802,P07,20250513T080718Z,268.84,273.44,6722,6837,6720,P07_6720_514_46_1536_942.jpg,cut flower,strawberry,"514, 46, 1536, 942","(67, 137), (76, 120), (82, 136), (101, 148), (115, 168), (128, 193), (140, 216), (159, 240), (181, 265), (200, 278)","(649, 321), (667, 286), (679, 318), (717, 343), (745, 382), (770, 432), (795, 479), (833, 527), (877, 576), (914, 603)"
803,P07,20250513T080718Z,273.96,277.68,6850,6943,6848,P07_6848_536_82_1628_974.jpg,cut stem,strawberry,"536, 82, 1628, 974","(162, 230), (171, 237), (179, 251), (187, 260), (197, 270), (208, 279), (218, 286), (170, 225), (177, 244), (216, 280)","(861, 542), (878, 557), (895, 585), (911, 603), (931, 623), (952, 640), (972, 655), (876, 532), (890, 570), (968, 643)"
804,P07,20250513T080718Z,281.32,284.88,7034,7123,7034,P07_7034_590_80_1784_930.jpg,cut stem,strawberry,"590, 80, 1784, 930","(174, 210), (180, 221), (183, 237), (188, 247), (197, 257), (207, 266), (215, 274), (226, 284), (171, 212), (218, 284)","(938, 501), (950, 523), (956, 555), (966, 575), (985, 594), (1005, 612), (1021, 629), (1043, 648), (932, 505), (1027, 648)"
805,P01,20250520T063829Z,4.6,9.4,116,236,80,P01_80_96_278_1528_1038.jpg,cut stem,strawberry,"96, 278, 1528, 1038","(339, 246), (353, 238), (358, 223), (364, 215), (375, 203), (380, 194), (385, 188), (392, 196), (396, 204), (393, 209)","(774, 770), (803, 755), (813, 724), (825, 708), (846, 684), (856, 666), (867, 655), (880, 670), (888, 687), (883, 696)"
806,P01,20250520T063829Z,11.6,16.04,291,402,248,P01_248_134_274_1566_1036.jpg,cut stem,strawberry,"134, 274, 1566, 1036","(170, 359), (199, 347), (218, 330), (237, 306), (254, 287), (276, 263), (299, 239), (319, 222), (343, 206), (371, 196)","(475, 992), (533, 969), (571, 935), (609, 886), (642, 849), (687, 801), (732, 752), (772, 718), (820, 687), (876, 666)"
807,P01,20250520T063829Z,18.32,22.96,459,575,430,P01_430_126_354_1570_1022.jpg,cut stem,strawberry,"126, 354, 1570, 1022","(221, 205), (239, 192), (254, 180), (270, 165), (291, 153), (313, 140), (334, 137), (359, 136), (380, 144), (389, 162)","(569, 764), (605, 738), (635, 715), (667, 685), (709, 660), (753, 634), (795, 628), (844, 627), (887, 642), (905, 679)"
808,P01,20250520T063829Z,25.44,30.16,637,755,594,P01_594_154_398_1584_1004.jpg,cut stem,strawberry,"154, 398, 1584, 1004","(215, 189), (227, 178), (242, 166), (256, 155), (280, 146), (303, 140), (332, 138), (356, 137), (379, 144), (391, 158)","(584, 777), (609, 755), (638, 731), (666, 709), (715, 690), (760, 679), (819, 675), (867, 672), (913, 687), (936, 714)"
809,P01,20250520T063829Z,32.2,38.24,806,957,769,P01_769_194_396_1582_996.jpg,cut stem,strawberry,"194, 396, 1582, 996","(14, 212), (48, 209), (93, 206), (135, 197), (166, 181), (201, 163), (222, 154), (259, 136), (292, 123), (334, 123)","(222, 820), (290, 814), (381, 808), (465, 791), (526, 758), (597, 723), (639, 704), (713, 668), (778, 643), (863, 642)"
810,P01,20250520T063829Z,39.56,44.2,990,1106,975,P01_975_592_344_1570_996.jpg,turn pot,strawberry,"592, 344, 1570, 996","(149, 183), (154, 200), (153, 219), (151, 236), (151, 260), (305, 191), (291, 210), (286, 232), (279, 257), (274, 279)","(891, 711), (901, 744), (898, 783), (895, 817), (894, 865), (1203, 727), (1175, 765), (1165, 808), (1150, 859), (1140, 903)"
811,P01,20250520T063829Z,47.12,52.56,1179,1315,1132,P01_1132_322_308_1476_1062.jpg,cut stem,strawberry,"322, 308, 1476, 1062","(12, 370), (44, 349), (81, 320), (118, 294), (142, 266), (166, 233), (190, 207), (222, 187), (259, 173), (301, 171)","(347, 1048), (410, 1007), (484, 948), (558, 897), (606, 841), (654, 775), (703, 722), (767, 682), (840, 655), (924, 651)"
812,P01,20250520T063829Z,53.64,58.76,1342,1470,1318,P01_1318_662_336_1542_1056.jpg,turn pot,strawberry,"662, 336, 1542, 1056","(144, 186), (145, 211), (145, 234), (144, 255), (143, 280), (258, 302), (259, 284), (263, 257), (265, 248), (265, 226)","(951, 709), (952, 758), (952, 804), (951, 846), (949, 896), (1179, 941), (1180, 905), (1189, 850), (1193, 832), (1192, 788)"
813,P01,20250520T063829Z,60.36,67.36,1510,1685,1507,P01_1507_434_268_1536_1070.jpg,cut stem,strawberry,"434, 268, 1536, 1070","(79, 267), (92, 282), (103, 299), (125, 303), (146, 294), (168, 278), (195, 253), (220, 234), (246, 221), (267, 210)","(593, 802), (618, 832), (641, 866), (684, 875), (726, 857), (770, 824), (825, 775), (874, 737), (926, 710), (968, 689)"
814,P01,20250520T063829Z,69.52,74.56,1739,1865,1709,P01_1709_374_260_1614_1070.jpg,cut stem,strawberry,"374, 260, 1614, 1070","(182, 273), (208, 258), (222, 236), (241, 223), (256, 212), (269, 203), (282, 196), (297, 193), (308, 193), (313, 199)","(738, 806), (791, 777), (819, 734), (857, 707), (886, 684), (912, 668), (938, 653), (968, 647), (990, 647), (1000, 659)"
815,P01,20250520T063829Z,76.6,82.84,1916,2072,1885,P01_1885_494_304_1650_1058.jpg,cut stem,strawberry,"494, 304, 1650, 1058","(30, 370), (55, 355), (90, 329), (120, 287), (148, 252), (175, 215), (195, 197), (219, 180), (246, 166), (263, 173)","(555, 1045), (605, 1014), (675, 963), (734, 879), (791, 809), (844, 734), (885, 699), (932, 665), (987, 637), (1020, 651)"
816,P01,20250520T063829Z,84.56,87.92,2115,2199,2114,P01_2114_638_302_1658_926.jpg,cut stem,strawberry,"638, 302, 1658, 926","(130, 149), (145, 148), (155, 150), (162, 153), (170, 157), (177, 160), (185, 164), (193, 169), (196, 179), (189, 176)","(898, 600), (929, 598), (949, 602), (962, 608), (979, 616), (992, 623), (1008, 631), (1025, 641), (1031, 660), (1016, 655)"
817,P01,20250520T063829Z,89.68,94.92,2243,2374,2242,P01_2242_572_308_1624_956.jpg,turn pot,strawberry,"572, 308, 1624, 956","(212, 181), (213, 196), (212, 218), (209, 239), (210, 259), (341, 227), (328, 258), (334, 245), (324, 274), (320, 290)","(997, 671), (998, 701), (997, 744), (990, 786), (992, 826), (1255, 762), (1228, 825), (1241, 798), (1220, 856), (1213, 888)"
818,P01,20250520T063829Z,96.04,101.64,2402,2542,2402,P01_2402_564_304_1660_960.jpg,cut stem,strawberry,"564, 304, 1660, 960","(60, 216), (48, 228), (42, 247), (33, 265), (53, 261), (70, 246), (83, 227), (96, 208), (111, 189), (129, 176)","(685, 736), (661, 760), (648, 798), (630, 834), (671, 827), (705, 797), (730, 759), (756, 721), (787, 683), (822, 657)"
819,P01,20250520T063829Z,102.24,107.96,2557,2700,2546,P01_2546_644_332_1598_964.jpg,turn pot,strawberry,"644, 332, 1598, 964","(153, 166), (157, 181), (157, 201), (157, 220), (156, 246), (297, 204), (290, 218), (285, 233), (280, 251), (271, 268)","(950, 665), (958, 695), (959, 735), (958, 772), (956, 824), (1238, 740), (1225, 769), (1215, 798), (1205, 835), (1187, 869)"
820,P01,20250520T063829Z,109.84,114.6,2747,2866,2701,P01_2701_624_290_1584_984.jpg,cut stem,strawberry,"624, 290, 1584, 984","(123, 307), (129, 290), (132, 277), (135, 263), (138, 251), (145, 241), (153, 228), (160, 217), (168, 208), (177, 208)","(871, 904), (883, 870), (888, 845), (894, 816), (900, 792), (914, 773), (931, 746), (944, 725), (960, 706), (979, 707)"
821,P04,20250512T070522Z,0.36,3.96,10,100,9,P04_9_578_416_1394_1056.jpg,cut flower,strawberry,"578, 416, 1394, 1056","(132, 171), (133, 161), (141, 168), (148, 173), (155, 179), (168, 189), (175, 199), (183, 210), (189, 219), (194, 215)","(842, 759), (844, 739), (861, 753), (874, 763), (888, 775), (915, 795), (928, 815), (944, 837), (957, 855), (966, 846)"
822,P04,20250512T070522Z,4.56,8.4,115,211,112,P04_112_566_406_1480_1064.jpg,cut flower,strawberry,"566, 406, 1480, 1064","(85, 135), (89, 119), (101, 130), (112, 140), (123, 151), (140, 161), (158, 169), (174, 183), (184, 201), (194, 213)","(736, 676), (745, 644), (768, 667), (791, 687), (813, 709), (847, 728), (883, 745), (915, 773), (935, 808), (954, 832)"
823,P04,20250512T070522Z,8.8,12.44,221,312,219,P04_219_516_400_1450_1068.jpg,cut flower,strawberry,"516, 400, 1450, 1068","(190, 168), (204, 173), (223, 191), (224, 200), (202, 192), (222, 204), (226, 212), (233, 223), (236, 226), (242, 228)","(897, 737), (924, 747), (962, 783), (964, 800), (921, 784), (961, 808), (968, 824), (983, 847), (988, 852), (1000, 856)"
